Material Number,Material Group,Material type,Base Unit of Measure,Gross weight,Net weight,Weight Unit,Division,Material description,Plant,Batch Management,Purchasing Group,MRP Type,MRP Controller,Planned Deliv. Time,GR processing time,Period Indicator,Lot Sizing Procedure,ReOrder Level,Max Stock Level,Procurement Type,Special procurement,Sched. Margin Key,In-house production,QM Control Key,Loading Group,Batch Management(Plant),Availability check,Prod. stor. location,MRP Group,Planning Strategy Group,Storage loc. for EP,Valuation area,Valuation Type,Price control,Moving price,Standard price,Price unit,Valuation Class
TM-300-606,800-504,HAWA,PC,0,0,KG,20,Fastners 300-606,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-607,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-607,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-608,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-608,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-609,800-504,HAWA,PC,0,0,KG,50,Fastners 300-609,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-610,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-610,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-611,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-611,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-612,800-504,HAWA,PC,0,0,KG,20,Fastners 300-612,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-613,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-613,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-614,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-614,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-615,800-504,HAWA,PC,0,0,KG,50,Fastners 300-615,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-616,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-616,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-617,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-617,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-618,800-504,HAWA,PC,0,0,KG,20,Fastners 300-618,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-619,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-619,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-620,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-620,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-621,800-504,HAWA,PC,0,0,KG,50,Fastners 300-621,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-622,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-622,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-623,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-623,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-624,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-624,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-625,800-504,HAWA,PC,0,0,KG,20,Fastners 300-625,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-626,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-626,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-627,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-627,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-628,800-504,HAWA,PC,0,0,KG,50,Fastners 300-628,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-629,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-629,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-630,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-630,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-631,800-504,HAWA,PC,0,0,KG,20,Fastners 300-631,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-632,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-632,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-633,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-633,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-634,800-504,HAWA,PC,0,0,KG,50,Fastners 300-634,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-635,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-635,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-636,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-636,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-637,800-504,HAWA,PC,0,0,KG,20,Fastners 300-637,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-638,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-638,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-639,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-639,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-640,800-504,HAWA,PC,0,0,KG,50,Fastners 300-640,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-641,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-641,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-642,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-642,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-643,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-643,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-644,800-504,HAWA,PC,0,0,KG,20,Fastners 300-644,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-645,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-645,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-646,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-646,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-647,800-504,HAWA,PC,0,0,KG,50,Fastners 300-647,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-648,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-648,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-649,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-649,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-650,800-504,HAWA,PC,0,0,KG,20,Fastners 300-650,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-651,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-651,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-652,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-652,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-653,800-504,HAWA,PC,0,0,KG,50,Fastners 300-653,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-654,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-654,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-655,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-655,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-656,800-504,HAWA,PC,0,0,KG,20,Fastners 300-656,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-657,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-657,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-658,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-658,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-659,800-504,HAWA,PC,0,0,KG,50,Fastners 300-659,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-660,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-660,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-661,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-661,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-662,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-662,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-663,800-504,HAWA,PC,0,0,KG,20,Fastners 300-663,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-664,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-664,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-665,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-665,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-666,800-504,HAWA,PC,0,0,KG,50,Fastners 300-666,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-667,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-667,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-668,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-668,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-669,800-504,HAWA,PC,0,0,KG,20,Fastners 300-669,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-670,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-670,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-671,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-671,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-672,800-504,HAWA,PC,0,0,KG,50,Fastners 300-672,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-673,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-673,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-674,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-674,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-675,800-504,HAWA,PC,0,0,KG,20,Fastners 300-675,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-676,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-676,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-677,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-677,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-678,800-504,HAWA,PC,0,0,KG,50,Fastners 300-678,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-679,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-679,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-680,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-680,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-681,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-681,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-682,800-504,HAWA,PC,0,0,KG,20,Fastners 300-682,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-683,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-683,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-684,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-684,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-685,800-504,HAWA,PC,0,0,KG,50,Fastners 300-685,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-686,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-686,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-687,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-687,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-688,800-504,HAWA,PC,0,0,KG,20,Fastners 300-688,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-689,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-689,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-690,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-690,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-691,800-504,HAWA,PC,0,0,KG,50,Fastners 300-691,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-692,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-692,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-693,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-693,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-694,800-504,HAWA,PC,0,0,KG,20,Fastners 300-694,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-695,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-695,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-696,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-696,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-697,800-504,HAWA,PC,0,0,KG,50,Fastners 300-697,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-698,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-698,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-699,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-699,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-700,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-700,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-701,800-504,HAWA,PC,0,0,KG,20,Fastners 300-701,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-702,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-702,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-703,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-703,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-704,800-504,HAWA,PC,0,0,KG,50,Fastners 300-704,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-705,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-705,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-706,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-706,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-707,800-504,HAWA,PC,0,0,KG,20,Fastners 300-707,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-708,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-708,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-709,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-709,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-710,800-504,HAWA,PC,0,0,KG,50,Fastners 300-710,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-711,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-711,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-712,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-712,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-713,800-504,HAWA,PC,0,0,KG,20,Fastners 300-713,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-714,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-714,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-715,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-715,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-716,800-504,HAWA,PC,0,0,KG,50,Fastners 300-716,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-717,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-717,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-718,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-718,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-719,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-719,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-720,800-504,HAWA,PC,0,0,KG,20,Fastners 300-720,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-721,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-721,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-722,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-722,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,"1,000",7900
TM-300-723,800-504,HAWA,PC,0,0,KG,50,Fastners 300-723,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-724,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-724,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-725,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-725,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-726,800-504,HAWA,PC,0,0,KG,20,Fastners 300-726,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-727,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-727,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-728,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-728,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-729,800-504,HAWA,PC,0,0,KG,50,Fastners 300-729,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-730,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-730,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-731,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-731,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-732,800-504,HAWA,PC,0,0,KG,20,Fastners 300-732,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-733,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-733,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-734,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-734,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-735,800-504,HAWA,PC,0,0,KG,50,Fastners 300-735,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-736,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-736,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-737,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-737,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-738,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-738,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
TM-300-739,800-504,HAWA,PC,0,0,KG,20,Fastners 300-739,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7900
